Agency,Sub_County,Neighborhood,Price,link,sq_mtrs,Bedrooms,Bathrooms
Capstone Properties,Westlands,Rhapta Road,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3466985,3,3,3
City Homes Kenya Real Estate,Westlands,"Rhapta road, Rhapta Road","KSh 80,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3464803,3,3,3
Origin Homes,Dagoretti North,"Muringa Road, Kilimani","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3437872,1,1,1
Jazari Homes,Dagoretti North,"Oloitoktok road, Kikambala Road, Kileleshwa","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3440201,1,1,
Prudential Green Ville,Dagoretti North,"lavigton, lavington, Lavington","KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-3466232,3,3,2
City Homes Kenya Real Estate,Westlands,"Rhapta road, Rhapta Road","KSh 80,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3464803,3,3,3
Origin Homes,Dagoretti North,"Muringa Road, Kilimani","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3437872,1,1,1
Jazari Homes,Dagoretti North,"Oloitoktok road, Kikambala Road, Kileleshwa","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3440201,1,1,
Buy Rent Shelters,Westlands,"Loresho Apartment, Westlands Area","KSh 80,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3440190,3,3,3
Buy Rent Shelters,Westlands,Westlands Area,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3451736,3,3,3
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3452256,186,3,2
Hilltrust Consult,Westlands,"Riverside Drive, Riverside","KSh 80,000",/listings/3-bedroom-apartment-for-rent-riverside-3382658,3,3,
Hilltrust Consult,Westlands,"Off Rapta Rd, Westlands Area","KSh 80,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3413800,2,2,
Cloud Real Estate,Westlands,Nyari,"KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-nyari-2-3399168,1,1,1
Rescom Ventures Ltd,Muthaiga,Old Muthaiga,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-old-muthaiga-3465108,2,2,2
Naftal Properties,Dagoretti North,Kilimani,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3465718,2,2,2
Naftal Properties,Dagoretti North,Kileleshwa,"KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3466919,1,1,
Cfs Homes,Dagoretti North,Kilimani,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-3437881,3,3,
Property Point,Dagoretti North,"Kandara road, Kileleshwa","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3467717,170,3,4
Property Point,Dagoretti North,"Kandara road, Kileleshwa","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3467717,170,3,4
Benford Homes,Mombasa CBD,"shanzu, shanzu, Mombasa CBD","KSh 80,000",/listings/3-bedroom-apartment-for-rent-3468760,264,3,4
Phillavilla,Dagoretti North,Kileleshwa,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3459500,3,3,3
Phillavilla,Dagoretti North,Kileleshwa,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3465710,3,3,4
Coralinternational Ltd,Westlands,Rhapta Road,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-rhapta-road-3452730,2,2,2
Canaan Properties,Dagoretti North,Kileleshwa,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3465777,2,2,
Green Knight Properties,Dagoretti North,"Riara, Lavington","KSh 80,000",/listings/2-bedroom-apartment-for-rent-lavington-3459712,2,2,2
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-1-3459819,2,2,2
Realty Plus,Langata,Upper Hill,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-upper-hill-1-3420807,3,3,4
Rayalink Properties,Langata,"Karen, Karen","KSh 80,000",/listings/3-bedroom-apartment-for-rent-karen-3459638,1000,3,2
Absolute Estate Agents,Dagoretti North,"1, Ngong Road, Lavington","KSh 80,000",/listings/2-bedroom-apartment-for-rent-lavington-3418994,13,2,3
Absolute Estate Agents,Dagoretti North,"1, Elgeyo Road , Kilimani","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-3424975,15,3,3
Absolute Estate Agents,Dagoretti North,"kileleshwa, Kileleshwa","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3463298,3,3,3
Vaal Real Estate,Dagoretti North,"Mandera Road, Kileleshwa","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3460229,85,2,3
Right Fit Properties,Dagoretti North,"hatheru road, Lavington","KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-3467557,3,3,4
Capstone Properties,Westlands,Riverside,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-riverside-3457947,2,2,
Royani Properties Limited,Ruaraka,"Morningside Apartment Next To Usiu, Ruaraka","KSh 80,000",/listings/4-bedroom-apartment-for-rent-1-3459433,4,4,1
Origin Homes,Dagoretti North,"Muringa road, Kilimani","KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3466893,1,1,2
Origin Homes,Dagoretti North,Kilimani,"KSh 80,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3459505,1,1,1
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-westlands-area-3464786,21780,2,2
Buy Rent Shelters,Westlands,"Sunny Side Apartment, Loresho","KSh 80,000",/listings/3-bedroom-apartment-for-rent-loresho-3462796,3,3,3
Buy Rent Shelters,Kiambaa,"Ruaka, Ruaka","KSh 80,000",/listings/3-bedroom-apartment-for-rent-ruaka-3467618,3,3,3
Splendour Real Estate,Westlands,Riverside,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-riverside-3449517,3,3,
Naftal Properties,Dagoretti North,Kileleshwa,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3450471,2,2,
Naftal Properties,Dagoretti North,Lavington,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-lavington-1-3451104,2,2,
Westside Real Estate,Dagoretti North,"Dennis Pritt road, Dennis Pritt Road, Kilimani","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3444381,130,2,
Ws Properties Limited,Dagoretti North,"Kingara Road, Lavington","KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-3403118,220,3,3
Cheska Agencies,Westlands,Westlands Area,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3468749,3,3,2
Apogee Realty Homes,Kiambaa,Ruaka,"KSh 80,000",/listings/4-bedroom-apartment-for-rent-ruaka-2-3459564,4,4,3
Royani Properties Limited,Dagoretti North,Lavington,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3457079,3,3,2
Swiveltrend Ltd,Dagoretti North,"Kirichwa Road, Kilimani","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-3454650,2024,3,2
Green Knight Properties,Dagoretti North,"1, Kilimani, Kilimani","KSh 80,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-1191,2,2,2
Green Knight Properties,Dagoretti North,"Lenana road, Kilimani","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3467258,2,2,2
Prudential Green Ville,Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-1-3456574,2,2,2
Prudential Green Ville,Dagoretti North,"lavington, Lavington, Lavington","KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-2-3456994,3,3,2
Prudential Green Ville,Dagoretti North,"lavington, Lavington, Lavington","KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3459630,3,3,2
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3460830,2,2,2
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3461580,2,2,2
Sunland Real Estates Limited,Dagoretti North,"KILIMANI, WOOD AVENUE, Kilimani","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3466240,2,2,2
City Homes Kenya Real Estate,Westlands,"rhapta road, Rhapta Road","KSh 80,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3465040,3,3,3
Laserservices Ltd,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3457797,114,2,2
Origin Homes,Dagoretti North,Kilimani,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-3457188,3,3,4
Absolute Estate Agents,Dagoretti North,"Lenana Road, Kilimani","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467096,3,3,4
Cloud Real Estate,Ngong Road,Ngong Road,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-3453639,2,2,
Fuzone Pride Investment,Dagoretti North,Kilimani,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-3405002,3,3,2
Naftal Properties,Dagoretti North,Lavington,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-lavington-1-3450105,3,3,3
Bliss And Loom,Dagoretti North,"Lenana Road, Kilimani","KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3467145,2,2,3
Rejima Homes Ltd,Dagoretti North,Kilimani,"KSh 80,000",/listings/4-bedroom-apartment-for-rent-kilimani-3443935,4,4,
Casapiu Holdings Limited,Westlands,Rhapta Road,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-rhapta-road-3468398,2,2,2
Splendor Holdings,Dagoretti North,Lavington,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-lavington-3434982,120,2,
Splendor Holdings,Dagoretti North,Kilimani,"KSh 80,000",/listings/2-bedroom-apartment-for-rent-kilimani-3436416,120,2,
Phillavilla,Westlands,Rhapta Road,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3467571,3,3,2
Lamplighters Agency,Dagoretti North,Kilimani,"KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467351,3,3,3
Franic Villa Properties,Dagoretti North,"Muringa road, Muringa road, Kilimani","KSh 80,000",/listings/3-bedroom-apartment-for-rent-kilimani-3468707,3,3,3
Prince Classic Homes,Dagoretti North,"mandera rd, Kileleshwa","KSh 83,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3462960,3,3,4
Coralinternational Ltd,Westlands,"Rhapta Road, Rhapta Road","KSh 85,000",/listings/2-bedroom-apartment-for-rent-rhapta-road-3419448,2,2,2
Tysons Limited,Dagoretti North,Lavington,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-lavington-3450138,3,3,2
Pam Golding Properties,Dagoretti North,Kilimani,"KSh 85,000",/listings/2-bedroom-apartment-for-rent-kilimani-3437570,2,2,2
Pam Golding Properties,Dagoretti North,Kileleshwa,"KSh 85,000",/listings/1-bedroom-apartment-for-rent-kileleshwa-3456197,1,1,1
Pam Golding Properties,Dagoretti North,Kileleshwa,"KSh 85,000",/listings/1-bedroom-apartment-for-rent-kileleshwa-3456197,1,1,1
Pam Golding Properties,Westlands,Riverside,"KSh 85,000",/listings/1-bedroom-apartment-for-rent-riverside-3458739,1,1,1
Edlon Group Limited,Dagoretti North,Kilimani,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3466925,3,3,3
Citiscape Valuers And Estate Agents Ltd,Dagoretti North,Kilimani,"KSh 85,000",/listings/furnished-1-bedroom-apartment-for-rent-kilimani-3467267,1,1,1
Tysons Limited,Dagoretti North,Lavington,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-lavington-3450138,3,3,2
Green Knight Properties,Westlands,"Muthangari drive, Muthangari Drive, Waiyaki Way","KSh 85,000",/listings/2-bedroom-apartment-for-rent-waiyaki-way-3443192,2,2,2
Franic Villa Properties,Dagoretti North,"Kilimani, Riara road, Riara Road","KSh 85,000",/listings/3-bedroom-apartment-for-rent-riara-road-3465843,3,3,3
Absolute Estate Agents,Dagoretti North,"Kileleshwa, Kileleshwa","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3463303,3,3,4
Blueline Properties 1023,Westlands,Westlands Area,"KSh 85,000",/listings/furnished-2-bedroom-apartment-for-rent-westlands-area-3386105,2,2,1
Yellow Market,Dagoretti North,"NA, Walk to Yaya, Kilimani","KSh 85,000",/listings/2-bedroom-apartment-for-rent-kilimani-3460661,2,2,2
Yellow Market,Dagoretti North,"walk to junction mall, Riara road, Lavington","KSh 85,000",/listings/2-bedroom-apartment-for-rent-lavington-3467296,2,2,2
Dmus Realtors,Dagoretti North,"Laikipia road, Kileleshwa","KSh 85,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3468566,2,2,2
Fuzone Pride Investment,Dagoretti North,Kilimani,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3448377,3,3,2
Prudential Green Ville,Dagoretti North,"lavington, Lavington, Lavington","KSh 85,000",/listings/2-bedroom-apartment-for-rent-lavington-1-3454824,2,2,2
Prudential Green Ville,Dagoretti North,"lavington, Lavington, Lavington","KSh 85,000",/listings/3-bedroom-apartment-for-rent-lavington-2-3457655,3,3,2
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 85,000",/listings/4-bedroom-apartment-for-rent-westlands-area-3466557,21780,4,4
Dmus Realtors,Dagoretti North,"Laikipia road, Kileleshwa","KSh 85,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3468566,2,2,2
Westside Real Estate,Dagoretti North,Kilimani,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3406823,2024,3,3
Absolute Estate Agents,Dagoretti North,"Kileleshwa, Kileleshwa","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3463303,3,3,4
Yellow Market,Dagoretti North,"NA, Walk to Yaya, Kilimani","KSh 85,000",/listings/2-bedroom-apartment-for-rent-kilimani-3460661,2,2,2
Yellow Market,Dagoretti North,"walk to junction mall, Riara road, Lavington","KSh 85,000",/listings/2-bedroom-apartment-for-rent-lavington-3467296,2,2,2
Fuzone Pride Investment,Dagoretti North,Kilimani,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3448377,3,3,2
Pmc Estates Limited,Thika Road,Thika Road,"KSh 85,000",/listings/4-bedroom-apartment-for-rent-thika-road-3463559,4,4,
Casapiu Holdings Limited,Dagoretti North,Kilimani,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3463847,3,3,3
A List Real Estate,Dagoretti North,"Ngong Rd, Kilimani","KSh 85,000",/listings/2-bedroom-apartment-for-rent-kilimani-1-3460469,2,2,3
Coralinternational Ltd,Westlands,Riverside,"KSh 85,000",/listings/2-bedroom-apartment-for-rent-riverside-3460762,2,2,2
Opus Properties,Dagoretti North,"Lenana Road, Kilimani","KSh 85,000",/listings/2-bedroom-apartment-for-rent-kilimani-3468268,2,2,3
Kenya Classic Homes,Dagoretti North,Lavington,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-lavington-3462329,130,3,4
Citiscape Valuers And Estate Agents Ltd,Dagoretti North,Kilimani,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467892,3,3,3
Hassconsult,Westlands,"Mtama Lane, Parklands","KSh 85,000",/listings/3-bedroom-apartment-for-rent-parklands-3380242,3,3,
Abec Real Estate,Dagoretti North,"Dennis Pritt Road, Kilimani","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3450737,186,3,3
Prudential Green Ville,Dagoretti North,"kilimani, Kilimani, Kilimani","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3459997,3,3,2
Prudential Green Ville,Dagoretti North,"kilimani, kilimani, Kilimani","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3465461,3,3,3
Realty Plus,Westlands,Brookside,"KSh 85,000",/listings/2-bedroom-apartment-for-rent-brookside-3464949,2,2,2
Rayalink Properties,Dagoretti North,"dennis pritt road, Kilimani","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467676,3,3,2
Masterways Properties Ltd,Westlands,"Brookside Close, Brookside","KSh 85,000",/listings/3-bedroom-apartment-for-rent-brookside-3464414,3,3,4
Masterways Properties Ltd,Westlands,"Riverside Drive, Riverside","KSh 85,000",/listings/2-bedroom-apartment-for-rent-riverside-3466892,2,2,2
Shingles Kenya Limited,Dagoretti North,"Riara Rd, Riara Road","KSh 85,000",/listings/4-bedroom-apartment-for-rent-riara-road-3464561,4,4,4
Wealthlink Realtors Ltd,Westlands,Westlands Area,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-westlands-area-3462702,21780,3,3
Landmark Top Solutions,Dagoretti North,Kilimani,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-1-3409097,100,3,2
Westside Real Estate,Dagoretti North,"Turbo, Turbo Road, Kilimani","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3432254,2023,3,3
Ever Forgarden,Dagoretti North,"Denis Pritt, Kilimani","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3467116,3,3,
Axis Assets Limited,Dagoretti North,"Tinderet Ave. Off Gatundu Rd, Kileleshwa","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3445046,3,3,4
Cfs Homes,Dagoretti North,Kileleshwa,"KSh 85,000",/listings/furnished-1-bedroom-apartment-for-rent-kileleshwa-3461522,1,1,
Phillavilla,Westlands,Brookside,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-brookside-3453978,3,3,3
Unique Listings Limited,Dagoretti North,"Oledume, Kilimani","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3462248,3,3,5
Green Knight Properties,Dagoretti North,"Riara, Lavington","KSh 85,000",/listings/2-bedroom-apartment-for-rent-lavington-3462317,2,2,2
Citiscape Valuers And Estate Agents Ltd,Dagoretti North,"kikambala road, Kileleshwa","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kileleshwa-3465642,3,3,3
Ace Realtors Limited,Westlands,"21 05 07, 21 RA, Rhapta Road","KSh 85,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3468720,186,3,3
Coralinternational Ltd,Muthaiga,Muthaiga Area,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-muthaiga-area-3464958,3,3,3
Canaan Properties,Dagoretti North,Kilimani,"KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3462714,3,3,3
Mambo Properties Enterprise,Dagoretti North,"Hatheru Rd, Lavington","KSh 85,000",/listings/3-bedroom-apartment-for-rent-lavington-3450194,23,3,4
Prudential Green Ville,Dagoretti North,"kileleshwa, Kileleshwa, Kileleshwa","KSh 85,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-1-3450592,2,2,2
City Homes Kenya Real Estate,Westlands,"mvuli road, Rhapta Road","KSh 85,000",/listings/3-bedroom-apartment-for-rent-rhapta-road-3465036,3,3,2
Blueline Properties 1023,Westlands,"Crimson Court Along Riverside Drive, Riverside","KSh 85,000",/listings/furnished-1-bedroom-apartment-for-rent-riverside-3417987,1,1,2
Origin Homes,Dagoretti North,Kilimani,"KSh 85,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3433205,2,2,3
Origin Homes,Dagoretti North,Lavington,"KSh 85,000",/listings/furnished-2-bedroom-apartment-for-rent-lavington-3462976,2,2,2
Sky Limits Ventures,Dagoretti North,Kilimani,"KSh 85,000",/listings/2-bedroom-apartment-for-rent-kilimani-3467604,2,2,3
Pam Golding Properties,Dagoretti North,"Oloitoktok Road, Kileleshwa","KSh 85,000",/listings/2-bedroom-apartment-for-rent-kileleshwa-3392754,2,2,2
Crystal Valuers Ltd,Thika Road,"Morningside Park Apartments, Thika Road","KSh 85,000",/listings/4-bedroom-apartment-for-rent-thika-road-3410445,162,4,4
Simkar Group Limited,Westlands,"East Church Road, Westlands Area","KSh 85,000",/listings/furnished-1-bedroom-apartment-for-rent-westlands-area-3458801,1,1,1
Absolute Estate Agents,Dagoretti North,"denis pritt rd, Kilimani","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-40632,125,3,2
Absolute Estate Agents,Dagoretti North,"1, Kilimani","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3419176,3,3,2
Paradigm Homes,Dagoretti North,"Masanduku Lane, Lavington","KSh 85,000",/listings/3-bedroom-apartment-for-rent-lavington-3428128,3,3,4
Yellow Market,Dagoretti North,"Near Yaya Center, Kilimani","KSh 85,000",/listings/2-bedroom-apartment-for-rent-kilimani-3457527,2,2,2
Yellow Market,Westlands,"off Church road, Rhapta Road","KSh 85,000",/listings/2-bedroom-apartment-for-rent-rhapta-road-3467012,2,2,3
Westside Real Estate,Dagoretti North,"Lenana Rd, Kilimani","KSh 85,000",/listings/3-bedroom-apartment-for-rent-kilimani-3400394,2024,3,3
Naftal Properties,Dagoretti North,Kilimani,"KSh 85,000",/listings/furnished-3-bedroom-apartment-for-rent-kilimani-3467497,3,3,
Apogee Realty Homes,Kiambu Road,"Fourways Junction Estate, Kiambu Road","KSh 85,000",/listings/2-bedroom-apartment-for-rent-2-3448424,2,2,2
Liko Limited,Dagoretti North,"King'ara Road, Kilimani","KSh 85,000",/listings/furnished-2-bedroom-apartment-for-rent-kilimani-3467952,2,2,2
